"student_id","id","title","level","date","module","genre family","discipline","disciplinary group","grade","words","s-units","p-units","tables","figures","block quotes","formulae","lists","listlikes","abstract","w/s","s/p","macrotype","gender","year of birth","L1","education (UKA: all secondary education in UK; Ukn: n years of secondary education in UK; OSA: all secondary education overseas)","course","number_of_texts","complex"
"0005","0005c","Vehicle of Propaganda or Agent of Subversion? Cold War Hollywood Bomb Cinema 1950-1963.",4,01/01/2004,"Rethinking Cold War Cultures","essay","History","AH","D",5147,171,24,0,3,0,0,0,0,0,30.1,7.1,"simple assignment","m",1982,"English","UKA","History",1,0
"0006","0006a","Aspects of bacterial genetics: Conjugation and Recombination",1,01/03/2005,"Biochemistry Laboratories and Assessed Work","methodology recount","Biological Sciences","LS","D",1312,58,13,1,1,0,0,0,0,1,22.6,4.5,"simple assignment","f",1983,"English","UK2","Biochemistry",1,1
"0006","0006b","Virus Haemagglutination Assays",1,01/03/2005,"Biochemistry Laboratories and Assessed Work","methodology recount","Biological Sciences","LS","D",1579,67,14,2,0,0,0,0,0,1,23.6,4.8,"simple assignment","f",1983,"English","UK2","Biochemistry",1,1
"0006","0006c","Endosymbiotic Theory",1,01/03/2005,"Biochemistry Laboratories and Assessed Work","explanation","Biological Sciences","LS","M",2746,110,29,0,4,0,0,1,12,1,25,3.8,"simple assignment","f",1983,"English","UK2","Biochemistry",1,1
"0007","0007a","Aspects of bacterial genetics: Conjugation and Recombination",1,01/03/2005,"Biochemistry Laboratories and Assessed Work","methodology recount","Biological Sciences","LS","D",1391,53,21,1,0,0,0,2,0,1,26.2,2.5,"simple assignment","f",1985,"English","UKA","Biochemistry",1,1
"0007","0007b","Properties of enzymes and the kinetics of enzyme action",1,01/08/2004,"Biochemistry Laboratories and Assessed Work","methodology recount","Biological Sciences","LS","D",2131,87,38,0,5,0,1,0,0,1,24.5,2.3,"simple assignment","f",1985,"English","UKA","Biochemistry",1,1
"0008","0008a","Economics and the Structure of Industry Marketing/ Industry Exercise",1,01/12/2004,"Economics and the Structure of Industry","case study","Engineering","PS","D",1747,110,54,1,1,0,0,0,19,0,15.9,2,"simple assignment","m",1985,"Chinese Mandarin","OSA","Engineering",1,1
"0008","0008b","Inertia and Newton's 2nd Law",1,01/12/2004,"Technological Science I","methodology recount","Engineering","PS","D",1847,108,71,10,3,0,24,2,12,1,17.1,1.5,"simple assignment","m",1985,"Chinese Mandarin","OSA","Engineering",1,1
"0009","0009a","An investigation to determine the isoelectric points of Casein, Haemoglobin and Cytochrome C",1,01/11/2003,"BS/MB/VIR/CB laboratories &amp; assessed work","methodology recount","Biological Sciences","LS","D",1585,60,16,1,2,0,0,0,0,1,26.4,3.8,"simple assignment","f",1984,"English","UKA","Biological Sciences",1,1
"0009","0009b","Growth curve of Serratia marcescens",1,01/01/2004,"BS/MB/VIR/CB laboratories &amp; assessed work","methodology recount","Biological Sciences","LS","D",1448,65,18,0,0,0,0,0,0,1,22.3,3.6,"simple assignment","f",1984,"English","UKA","Biological Sciences",1,1
"0009","0009c","Agrobacterium-mediated transformation of Arabidopsis by floral dip, and selection of transformants",2,01/01/2005,"BS/MB/VIR/CB laboratories","methodology recount + methodology recount + methodology recount","Biological Sciences","LS","D",3678,118,34,0,5,0,0,0,0,0,31.2,3.5,"compound assignment consisting of 3 parts (see notesStmt for details)","f",1984,"English","UKA","Biological Sciences",3,0
"0009","0009d","Stem Cells; their origin, properties and medical potential",2,01/02/2005,"BS/MB/VIR/CB assessments","explanation","Biological Sciences","LS","D",3158,114,30,0,6,0,0,0,0,1,27.7,3.8,"simple assignment","f",1984,"English","UKA","Biological Sciences",1,1
"0009","0009e","Legionella pneumophila: why is this such a problem organism",2,01/10/2004,"BS/MB/VIR/CB assessments","explanation","Biological Sciences","LS","M",3064,110,32,3,1,0,0,0,0,1,27.9,3.4,"simple assignment","f",1984,"English","UKA","Biological Sciences",1,1
"0010","0010a","Account for the failure of the 1905 Revolution?",2,01/12/2004,"History of Russia from 1881","essay","History","AH","M",2356,79,11,0,0,0,0,0,0,0,29.8,7.2,"simple assignment","f",1984,"English","UKA","History and Sociology",1,0
"0010","0010b","Account for the rise of Stalin in the 1920's",2,01/03/2004,"History of Russia from 1881","essay","History","AH","M",2314,65,10,0,0,0,0,0,0,0,35.6,6.5,"simple assignment","f",1984,"English","UKA","History and Sociology",1,0
"0010","0010c","'Marriage was the hinge upon which the demographic regime turned.' Discuss.",2,01/06/2004,"Social History of England, 1500-1700","essay","History","AH","D",4336,91,14,0,0,0,0,0,0,0,47.6,6.5,"simple assignment","f",1984,"English","UKA","History and Sociology",1,0
"0010","0010d","How should we explain the gap between theory and practice in the social position of women in early modern England?",2,01/03/2004,"Social History of England, 1500-1700","essay","History","AH","D",2523,58,12,0,0,0,0,0,0,0,43.5,4.8,"simple assignment","f",1984,"English","UKA","History and Sociology",1,0
"0010","0010e","How Marxist Is Habermas's work? How convincing is the ideal speech situation as a means of emancipation?",2,01/02/2004,"Theoretical Ideas in Sociology","essay","Sociology","SS","D",2175,92,9,0,0,0,0,0,0,0,23.6,10.2,"simple assignment","f",1984,"English","UKA","Sociology",1,0
"0011","0011a","What are the Advantages and Disadvantages of Stage Models of Cognitive Development?",1,01/04/2005,"Introduction to Psychology","essay","Psychology","LS","D",1562,54,6,0,0,0,0,0,0,0,28.9,9,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0011","0011b","Discuss the Merits and Demerits of a Strictly Behavioural Approach to the Treatment of Psychological Disorders",1,01/04/2005,"Further Psychology","essay","Psychology","LS","D",1467,59,8,0,0,0,0,0,0,0,24.9,7.4,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0011","0011c","The Causes and Differences Between Guilt, Shame and Embarrassment",1,01/04/2005,"Methods in Psychology I","methodology recount","Psychology","LS","D",1638,71,13,0,0,0,0,0,0,1,23.1,5.5,"simple assignment","f",1985,"English","UKA","Psychology",1,1
"0011","0011e","The Effect of Semantically Related and Unrelated Background Speech on Immediate Recall of Printed Word Lists.",1,01/04/2005,"Methods in Psychology","methodology recount","Psychology","LS","D",2380,90,19,1,0,0,0,0,0,1,26.4,4.7,"simple assignment","f",1985,"English","UKA","Psychology",1,1
"0011","0011f","Effects of a Distracting Event on Children's Attentional Skills.",2,01/11/2005,"Methods in Psychology II","methodology recount","Psychology","LS","D",1719,54,10,1,0,0,0,0,0,0,31.8,5.4,"simple assignment","f",1985,"English","UKA","Psychology",1,1
"0011","0011g","How Can Psychologists Best Use Qualitative Methods In Research?",2,01/01/2006,"Methods in Psychology II","essay","Psychology","LS","M",909,35,8,0,0,0,0,0,0,0,26,4.4,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0012","0012a","Do Twentieth Century Massacres Share Common Characteristics?",1,01/04/2004,"Making of the Modern World","essay","History","AH","D",1895,55,7,0,0,0,0,0,0,0,34.5,7.9,"simple assignment","f",1984,"English","UKA","History",1,0
"0012","0012b","What, if anything, does Oscar Wilde's Portrait of Dorian Gray Owe to Cesare Lombroso?",1,01/04/2004,"Disease and Culture: from the Black Death to Aids","essay","History","AH","D",1320,45,7,0,0,0,0,0,0,0,29.3,6.4,"simple assignment","f",1984,"English","UKA","History",1,0
"0012","0012c","Assess the importance of the Columbian Exchange in altering Diets in the New World",2,01/06/2005,"The Social History of Food in Latin America","essay","Comparative American Studies","AH","D",1646,52,6,0,0,0,0,0,0,0,31.7,8.7,"simple assignment","f",1984,"English","UKA","History",1,0
"0012","0012d","Why did the East Asian economy grow more slowly than the European economy by 1800?",2,01/05/2005,"Galleons and Caravans","essay","History","AH","M",4515,160,18,0,1,1,0,0,0,0,28.2,8.9,"simple assignment","f",1984,"English","UKA","History",1,1
"0013","0013a","The Impact of the Black Death has been Greatly Exaggerated.' Discuss.",1,01/11/2003,"The Medieval World","essay","History","AH","M",1966,106,12,0,0,0,0,0,0,0,18.5,8.8,"simple assignment","f",1985,"English","UKA","History",1,0
"0013","0013b","'The importance of Florence in the development of the Italian Renaissance has been exaggerated'. Discuss.",1,01/05/2004,"The Medieval World","essay","History","AH","D",4644,241,27,0,0,0,0,0,0,0,19.3,8.9,"simple assignment","f",1985,"English","UKA","History",1,0
"0013","0013c","Did Darwin's Theory of Evolution Counter the Romantic View of Nature?",1,01/01/2004,"Making of the Modern World","essay","History","AH","M",1502,85,11,0,0,3,0,0,0,0,17.7,7.7,"simple assignment","f",1985,"English","UKA","History",1,0
"0013","0013d","Was migration into early modern London driven more by 'push' or 'pull' factors?",2,01/02/2005,"Social History of England, 1500-1700","essay","History","AH","M",2181,121,15,0,0,0,0,0,0,0,18,8.1,"simple assignment","f",1985,"English","UKA","History",1,0
"0014","0014a","Do new peer group influences and low self-esteem contribute to deviant eating patterns in first year university girls",2,01/03/2005,"Psychology Project II","methodology recount","Psychology","LS","M",4470,159,35,0,1,0,0,0,0,1,28.1,4.5,"simple assignment","f",1984,"English","UKA","Psychology",1,1
"0014","0014b","Discuss Reliability and Validity of Qualitative Research Methods",2,01/01/2005,"Methods in Psychology II","research report","Psychology","LS","M",909,38,7,0,0,0,0,0,0,0,23.9,5.4,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0014","0014c","Why are some children more popular than others and what consequences does this have for psychological development?",2,01/04/2005,"Developmental Psychology","essay","Psychology","LS","M",2267,86,12,0,0,0,0,0,0,0,26.4,7.2,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0014","0014d","Are there any tetrachromats? Why would we expect them to be women? How would their vision be different to trichromats?",3,01/11/2005,"Perception, Planning and Action","essay","Psychology","LS","D",2685,87,12,0,0,0,0,0,0,0,30.9,7.3,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0014","0014e","Critically evaluate psychological theory and research on the process of deliberation in juries",3,01/11/2005,"Applied Social Psychology","essay","Psychology","LS","M",2777,94,16,0,0,0,0,0,0,0,29.5,5.9,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0015","0015a","'The real struggle in the period 1918-1921 was between the Bolsheviks and the popular movement rather than between the Bolsheviks and the Whites.' Discuss.",1,01/01/2005,"History of Russia from 1881","essay","History","AH","M",1787,86,11,0,0,2,0,0,0,0,20.8,7.8,"simple assignment","f",1986,"English","UKA","History",1,0
"0015","0015b","'Soviet victory over Nazi Germany owes more to the efforts of the Russian people than to those of their government.' Discuss.",1,01/03/2005,"History of Russia from 1881","essay","History","AH","M",2234,123,16,0,0,0,0,0,0,0,18.2,7.7,"simple assignment","f",1986,"English","UKA","History",1,0
"0016","0016a","Why are people's memories influenced by their feelings?",1,01/04/2004,"Further Psychology","essay","Psychology","LS","D",1662,49,9,0,0,0,0,0,0,0,33.9,5.4,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0016","0016b","Write a review of Blackmore (1999) The Meme Machine",2,01/11/2004,"Perception, Planning and Action","critique","Psychology","LS","D",2280,79,10,0,0,0,0,0,0,0,28.9,7.9,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0016","0016c","Avoidance Coping: Does Alcohol Consumption Increase its Prevalence Among University Students?",2,01/03/2005,"Psychology Project II","research report","Psychology","LS","D",6198,182,37,2,2,0,0,0,0,1,34.1,4.9,"simple assignment","f",1985,"English","UKA","Psychology",1,1
"0017","0017a","Compare the methods, theories and contributions of any two psychologists",1,01/12/2004,"Further Psychology","essay","Psychology","LS","M",1486,83,15,0,0,0,0,0,0,0,17.9,5.5,"simple assignment","f",1985,"English","UK2","Psychology",1,0
"0017","0017b","Discuss the merits and demerits of a strictly behavioural approach to the treatment of psychological disorders",1,01/04/2005,"Further Psychology","essay","Psychology","LS","M",1497,81,11,0,0,0,0,0,0,0,18.5,7.4,"simple assignment","f",1985,"English","UK2","Psychology",1,0
"0018","0018a","Design of Measurement System",2,01/04/2004,"Design of Measurement Systems","design specification","Engineering","PS","M",1992,149,99,0,7,0,40,1,0,0,13.4,1.5,"simple assignment","m",1982,"Chinese Cantonese","UK7","Mechanical Engineering",1,1
"0018","0018b","Report",2,01/04/2004,"Materials for Mechanical Engineers","methodology recount","Engineering","PS","D",2202,95,16,0,0,0,0,4,0,1,23.2,5.9,"compound assignment consisting of 3 parts (see notesStmt for details)","m",1982,"Chinese Cantonese","UK7","Mechanical Engineering",3,0
"0018","0018c","Racing Engines",3,01/03/2005,"Internal Combustion Engines","critique","Engineering","PS","M",5648,264,63,6,17,0,0,0,6,1,21.4,4.2,"simple assignment","m",1982,"Chinese Cantonese","UK7","Mechanical Engineering",1,1
"0018","0018d","Gearbox Design (Commercial Meat Slicer)",3,01/06/2005,"Design of Machines","design specification","Engineering","PS","D",3365,242,163,4,6,0,103,6,9,1,13.9,1.5,"simple assignment","m",1982,"Chinese Cantonese","UK7","Mechanical Engineering",1,1
"0019","0019a","How should the Holocaust be memorialised?",1,01/04/2004,"Making of the Modern World","essay","History","AH","D",2099,73,12,0,0,0,0,0,0,0,28.8,6.1,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019b","Was European imperialism primarily an economic or a cultural phenomenon?",1,01/04/2004,"Making of the Modern World","essay","History","AH","D",2128,64,14,0,0,0,0,0,0,0,33.3,4.6,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019c","Did the Enlightenment necessarily imply Revolution?",1,01/11/2005,"The Making of the Modern World","essay","History","AH","M",1751,55,9,0,0,0,0,0,0,0,31.8,6.1,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019d","Discuss the view of J. C. Davis that the 'Ranters' were inventions of seventeenth century conservatives and twentieth century Marxists.",3,01/11/2005,"Radicalism in the eng Revolution","essay","History","AH","M",2269,53,8,0,0,0,0,0,0,0,42.8,6.6,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019e","What is the nature of Gerrard Winstanley's religious outlook in The New Law of Righteousness 1649?",3,01/02/2006,"Radicalism in the eng Revolution","essay","History","AH","D",1999,45,7,0,0,0,0,0,0,0,44.4,6.4,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019f","What was 'wrong' with the Church on the eve of the Reformation?",2,01/11/2004,"The European World 1500-1720","essay","History","AH","M",2031,56,12,0,0,0,0,0,0,0,36.3,4.7,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019g","Why were Chinese luxury goods of so much fascination to seventeenth and eighteenth century Europeans?",3,01/11/2005,"Luxury and Pleasure","essay","History","AH","M",2041,43,7,0,0,0,0,0,0,0,47.5,6.1,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019h","What were the implications of the eighteenth and late nineteenth century luxury debates?",3,01/02/2002,"Luxury and Pleasure","essay","History","AH","D",2069,50,8,0,0,0,0,0,0,0,41.4,6.3,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019i","Did Hitler's 'charismatic rule' make the Third Reich stronger or weaker as a dictatorship?",1,01/02/2004,"History of Germany From 1862 to Present","essay","History","AH","M",2044,67,10,0,0,0,0,0,0,0,30.5,6.7,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0019","0019j","How important was the role of the West in the social unrests of the 19th Century?",2,01/11/2004,"Dragon's Ascent: The Rise of Modern China: 1550 to Present Day","essay","History","AH","M",2487,63,12,0,0,0,0,0,0,0,39.5,5.3,"simple assignment","f",1984,"English","OSA","History &amp; Politics",1,0
"0020","0020a","For each of the following, what would be the consequences if it were to happen to you? a) A disease slowly destroys your oligodendroglia cells, b) A tumour destroys the fusiform gyrus in your right temporal lobe, c) The cells in the substantia nigra degenerate, d) Your mamillary bodies cease to function",1,01/11/2002,"Introduction to Psychology","exercise","Psychology","LS","M",1614,61,17,0,0,0,0,0,0,0,26.5,3.6,"complex but non-compound assignment (see notesStmt for details)","f",1984,"English","UKA","Psychology",1,1
"0020","0020b","Critically evaluate research and theory on the authoritarian personality",1,01/02/2003,"Introduction to Psychology","essay","Psychology","LS","M",1392,66,16,0,0,0,0,0,0,0,21.1,4.1,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0020","0020c","Evaluate the contributions made by discourse analysis and verbal report data in psychology.",2,01/11/2003,"Methods in Psychology II","essay","Psychology","LS","D",1105,46,7,0,0,0,0,0,0,0,24,6.6,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0020","0020d","From a psychobiological perspective, critically evaluate the notion that losing weight is merely a matter of will power",2,01/02/2004,"Psychobiology","essay","Psychology","LS","D",1876,84,15,0,0,0,0,0,0,0,22.3,5.6,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0020","0020e","What do newborns know and what do they come to learn about the world during their first year of life?",2,01/02/2004,"Developmental Psychology","essay","Psychology","LS","M",2328,87,16,0,0,0,0,0,0,0,26.8,5.4,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0020","0020f","Discuss the main psychological effects of dementia on (a) the patient and (b) the caregiver",3,01/01/2005,"Abnormal Psychology","essay","Psychology","LS","M",2602,86,15,0,0,0,0,4,0,0,30.3,5.7,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0020","0020g","Discuss how psychological research you have learned about in this course relates to each of THREE criminal or civil cases chosen from any Commonwealth country or from the US.",3,01/03/2005,"Psychology and the Law","essay","Psychology","LS","M",2809,95,19,0,0,0,0,0,0,0,29.6,5,"simple assignment","f",1984,"English","UKA","Psychology",1,1
"0020","0020h","What can we learn from studies of aging and selective attention?",3,01/03/2005,"Psychology of Aging","essay","Psychology","LS","M",2644,82,15,0,0,0,0,0,0,0,32.2,5.5,"simple assignment","f",1984,"English","UKA","Psychology",1,0
"0021","0021a","Inertia and Newton's Second Law",1,01/02/2005,"Technological Science I","methodology recount","Engineering","PS","D",2542,159,93,5,3,0,18,3,12,1,16,1.7,"simple assignment","m",1985,"English","UKA","Mechanical Engineering",1,1
"0021","0021b","The Midland Metro - Acquisition or setup?",1,01/11/2004,"Economics and the Structure of Industry","case study","Engineering","PS","D",1545,69,36,4,1,1,1,2,6,0,22.4,1.9,"simple assignment","m",1985,"English","UKA","Mechanical Engineering",1,1
"0021","0021c","How effective is the Participative Rapid Appraisal technique and what problems does its implementation entail?",1,01/04/2005,"Technology for International Development","critique","Engineering","PS","D",1222,47,13,0,0,2,0,0,0,1,26,3.6,"simple assignment","m",1985,"English","UKA","Mechanical Engineering",1,1
"0022","0022a","Imagine you are designing a curriculum for primary school science classes. Consider how research in cognitive development could help you decide which concepts are taught when.",2,01/04/2005,"Developmental Psychology","essay","Psychology","LS","M",1987,72,14,0,0,0,0,0,0,0,27.6,5.1,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0022","0022b","The Effects of Social Facilitation on a simple cognitive task as a function of Group Size",2,01/06/2005,"Psychology Project II","research report","Psychology","LS","M",4304,186,19,1,0,0,0,0,0,1,23.1,9.8,"simple assignment","f",1985,"English","UKA","Psychology",1,1
"0022","0022c","Should we be worried about the effects on children of aggressive images on film and television?",2,01/06/2005,"Social Psychology","essay","Psychology","LS","D",2319,101,12,0,0,0,0,0,0,0,23,8.4,"simple assignment","f",1985,"English","UKA","Psychology",1,0
"0023","0023a","Case Study 2:Midland Metro",1,01/12/2002,"Professional Studies","design specification","Engineering","PS","D",1901,93,29,4,1,0,6,1,0,1,20.4,3.2,"simple assignment","m",1984,"English","UKA","Engineering Design and Appropiate Technology",1,1
"0023","0023b","Design Technique Portfolio",1,01/04/2003,"Design and Computer Techniques","methodology recount","Engineering","PS","D",2211,96,27,1,4,0,0,1,15,0,23,3.6,"complex but non-compound assignment (see notesStmt for details)","m",1984,"English","UKA","Engineering Design and Appropiate Technology",1,1
"0023","0023c","Micro-hydro report",2,01/06/2004,"Intermediate Technology and Field Course","case study","Engineering","PS","D",1952,82,38,1,1,0,1,0,17,0,23.8,2.2,"simple assignment","m",1984,"English","UKA","Engineering Design and Appropiate Technology",1,1
"0023","0023d","Pipe Flow Experiment",2,01/04/2004,"Fluid Mechanics","methodology recount","Engineering","PS","D",3497,280,182,0,0,0,106,10,37,1,12.5,1.5,"simple assignment","m",1984,"English","UKA","Engineering Design and Appropiate Technology",1,1
"0023","0023e","Gearbox Design",3,01/06/2005,"Design of Machines","design specification","Engineering","PS","D",3912,255,122,2,15,0,54,3,10,1,15.3,2.1,"simple assignment","m",1984,"English","UKA","Engineering Design and Appropiate Technology",1,1
"0024","0024a","Analyse ONE or TWO plays studied this term showing how and why they can be considered examples of Naturalism or Expression.",1,01/05/2003,"Approaches to Modernism I","essay","Other","AH","M",2379,85,29,0,0,13,0,0,0,0,28,2.9,"simple assignment","f",1983,"English","UKA","Theatre and Performance Studies",1,0
